DATE_TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,AC_POWER,HOUR,DAY_OF_WEEK,MONTH
2025-03-04 22:01:00,9.81814670593872,18.55314405349473,0.2020641144543576,1.822251632571729,22,1,3
2025-03-04 22:01:05,7.782838384023458,16.28547025775727,0.0796443552397014,0.7344576378939798,22,1,3
2025-03-04 22:01:10,5.397116189270484,13.669427864657887,0.191383877386663,1.8105466715657383,22,1,3
2025-03-04 22:01:15,11.17548587990483,21.06544936565174,0.0874520907695488,0.7767889471391639,22,1,3
2025-03-04 22:01:20,5.39704436566137,12.062657271621948,0.1037868559753428,0.981854333126285,22,1,3
2025-03-04 22:01:25,13.47504853653168,22.78806392461826,0.1640246976891964,1.419222900636778,22,1,3
2025-03-04 22:01:30,6.875107974346345,13.914798982818702,0.1298676129676219,1.2093907435239168,22,1,3
2025-03-04 22:01:35,11.31087013196809,16.336914756745852,0.0797905278220983,0.707655248425289,22,1,3
2025-03-04 22:01:40,6.731885600775614,12.636234536455133,0.1535551842456121,1.4321802490813729,22,1,3
2025-03-04 22:01:45,6.646727107557834,13.057188404875252,0.0946005633116663,0.8831272202612741,22,1,3
2025-03-04 22:01:50,5.033099077735457,12.419811634912572,0.0957018072056533,0.9088504042980946,22,1,3
2025-03-04 22:01:55,9.618997012125051,19.07578454676093,0.0383091604903186,0.3462420348738469,22,1,3
2025-03-04 22:02:00,12.558740360623968,22.26444859331757,0.0874255054090726,0.764459631757839,22,1,3
2025-03-04 22:02:05,11.042426839756985,17.377449682402204,0.1509997768184711,1.343257369350952,22,1,3
2025-03-04 22:02:10,8.00112027016869,14.889169111234311,0.0468823938757638,0.4313127715622982,22,1,3
2025-03-04 22:02:15,10.036492578232355,18.13968176512128,0.1501607436125852,1.3508987172448956,22,1,3
2025-03-04 22:02:20,5.607158186337441,14.960871889148097,0.0823537334693573,0.7773602936137574,22,1,3
2025-03-04 22:02:25,10.997486739977056,16.766522073909357,0.203458718829165,1.8108337320460048,22,1,3
2025-03-04 22:02:30,7.384063807274116,14.569894512074566,0.0448439927695956,0.4153268372975935,22,1,3
2025-03-04 22:02:35,8.5469461208568,14.608826832178412,0.0967464828943698,0.8847761312756411,22,1,3
2025-03-04 22:02:40,13.589924188834216,19.07693002066821,0.0751042172931069,0.6489761110035643,22,1,3
2025-03-04 22:02:45,11.72131460469009,16.756565878463554,0.1604067225316766,1.416049459366665,22,1,3
2025-03-04 22:02:50,7.368869944515069,16.519369531185518,0.1570457847915048,1.4547328515687583,22,1,3
2025-03-04 22:02:55,13.182210764002551,22.17881452794856,0.1044840732250069,0.9071076247767178,22,1,3
2025-03-04 22:03:00,13.54157892434971,18.63139372693555,0.1546917379989347,1.3374403420836074,22,1,3
2025-03-04 22:03:05,14.561981184830785,23.7571029708604,0.1911809072774129,1.6334117953068732,22,1,3
2025-03-04 22:03:10,10.778698453122244,19.55520192681164,0.1560752049295727,1.3925232923012154,22,1,3
2025-03-04 22:03:15,8.996557015025463,18.23912581612776,0.0514841482283594,0.4685234747929485,22,1,3
2025-03-04 22:03:20,12.709668405500832,21.43523362785012,0.1567851157543583,1.3685824743279875,22,1,3
2025-03-04 22:03:25,5.162211560413262,12.150002948130252,0.0565159603603269,0.5359848692112762,22,1,3
2025-03-04 22:03:30,8.79402528589518,18.75017400887005,0.2046659859679308,1.866676074102844,22,1,3
2025-03-04 22:03:35,10.617231908862792,19.50314041031043,0.1550546781648522,1.38592163398549,22,1,3
2025-03-04 22:03:40,6.079488836766837,13.02935528191818,0.054403439189607,0.5109598817725761,22,1,3
